units,amount,probability,type,stage,source,account,assignedTo
12913,8719632.0,79.47,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,PUBLIC_RELATIONS,MEDTRONIC,Isabelle Epsly
22426,1.514338076E7,84.5,EXISTING_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,DELL EMC,Constantine Boseley
18190,1.22829794E7,66.33,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,DIRECT_MAIL,HERBALIFE,Irwinn Airdrie
11462,7739830.12,81.42,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EXISTING_CUSTOMER,DELTA AIR LINES,Lenee Norgan
28058,1.894644508E7,67.48,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CAMPAIGN,RAYTHEON,Jephthah Hrishchenko
17181,1.160164206E7,31.48,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,EDWARD JONES,Xever Canby
26997,1.822999422E7,33.49,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,AVON,Ella Quickenden
39561,2.671396086E7,98.56,EXISTING_BUSINESS,CLOSED_WON,SELF_GENERATED,DELL,Constantine Boseley
40038,2.703605988E7,40.46,NEW_BUSINESS,PERCEPTION_ANALYSIS,WORD_OF_MOUTH,SCHLUMBERGER,Luce Cholwell
37874,2.557479724E7,42.82,NEW_BUSINESS,CLOSED_WON,TRADE_SHOW,AMAZON,Orelle Derham
39230,2.64904498E7,46.25,NEW_BUSINESS,PERCEPTION_ANALYSIS,WEB_SITE,UNITED STATES POSTAL SERVICE,Luce Cholwell
22519,1.520617994E7,37.06,NEW_BUSINESS,CLOSED_WON,EXISTING_CUSTOMER,IQVIA,Daniel Ghion
26595,1.79585397E7,58.31,EXISTING_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,THALES,Brena Bass
42020,2.83744252E7,46.73,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,CONFERENCE,CISCO,Daniel Ghion
23933,1.616099758E7,61.55,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WEB_SITE,UNITED STATES DEPARTMENT OF DEFENSE,Leona Knaggs
34203,2.309591778E7,49.26,EXISTING_BUSINESS,NEEDS_ANALYSIS,CONFERENCE,METLIFE,Xever Canby
13103,8847931.0,73.77,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,FORD MOTOR COMPANY,Hanny Hubble
40913,2.762691238E7,40.87,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,NIKE,Link Ganforth
17636,1.190888536E7,52.92,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,TRADE_SHOW,DELL EMC,Link Ganforth
38503,2.599953578E7,47.85,NEW_BUSINESS,NEEDS_ANALYSIS,CONFERENCE,JOHNSON & JOHNSON,Xever Canby
47524,3.209105624E7,40.54,NEW_BUSINESS,CLOSED_WON,TRADE_SHOW,CAPITAL ONE,Daniel Ghion
28732,1.940157032E7,91.37,EXISTING_BUSINESS,CLOSED_LOST,WORD_OF_MOUTH,THE COCA-COLA COMPANY,Brena Bass
42344,2.859320944E7,89.14,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,LOCKHEED MARTIN,Marwin Ommundsen
33092,2.234570392E7,75.94,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WEB_SITE,UNITED STATES POSTAL SERVICE,Hanny Hubble
43459,2.934612434E7,47.64,EXISTING_BUSINESS,VALUE_PROPOSITION,PUBLIC_RELATIONS,US ARMY,Lenee Norgan
22295,1.50549217E7,53.74,NEW_BUSINESS,NEEDS_ANALYSIS,EXISTING_CUSTOMER,STARBUCKS,Leona Knaggs
36037,2.433434462E7,68.87,EXISTING_BUSINESS,CLOSED_WON,EXISTING_CUSTOMER,AT&T,Marwin Ommundsen
38255,2.58320713E7,84.39,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,WORD_OF_MOUTH,METLIFE,Arly Bownas
17534,1.184000884E7,37.87,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,COLD_CALL,INTEL CORPORATION,Brandea Royan
15598,1.053270548E7,84.35,EXISTING_BUSINESS,CLOSED_WON,OTHER,COSTCO WHOLESALE,Jephthah Hrishchenko
14500,9791270.0,31.66,NEW_BUSINESS,PROSPECTING,WEB_SITE,KAISER PERMANENTE,Leona Knaggs
42762,2.887546812E7,82.33,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,SPRINT,Jephthah Hrishchenko
47776,3.226122176E7,99.67,EXISTING_BUSINESS,CLOSED_LOST,PUBLIC_RELATIONS,THE DOW CHEMICAL COMPANY,Leona Knaggs
44158,2.981813108E7,52.23,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,CITI,Susan Stockell
43507,2.937853682E7,49.53,EXISTING_BUSINESS,VALUE_PROPOSITION,WORD_OF_MOUTH,AMERICAN EXPRESS,Constantine Boseley
35016,2.364490416E7,98.74,NEW_BUSINESS,NEEDS_ANALYSIS,CAMPAIGN,JOHNSON CONTROLS,Somerset Dowty
39481,2.665994006E7,69.0,NEW_BUSINESS,CLOSED_WON,WEB_SITE,HP,Lenee Norgan
29218,1.972974668E7,69.35,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,SELF_GENERATED,WALMART,Theo Beacock
48622,3.283249172E7,63.72,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,MCDONALD'S CORPORATION,Brandea Royan
21801,1.472134326E7,33.96,NEW_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,BEST BUY,Luce Cholwell
12429,8392806.0,96.97,NEW_BUSINESS,CLOSED_WON,SELF_GENERATED,CHEVRON,Shaina Clotworthy
34645,2.33943827E7,94.57,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,OTHER,MERCK,Irwinn Airdrie
36576,2.469830976E7,33.5,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,CITI,Luce Cholwell
14014,9463093.0,37.13,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,WORD_OF_MOUTH,SALESFORCE,Jacquenetta Hackly
48237,3.257251662E7,41.26,NEW_BUSINESS,NEEDS_ANALYSIS,COLD_CALL,DEPARTMENT OF VETERANS AFFAIRS,Brandea Royan
37184,2.510886784E7,65.59,NEW_BUSINESS,PERCEPTION_ANALYSIS,OTHER,TARGET,Xever Canby
45784,3.091610384E7,64.2,EXISTING_BUSINESS,CLOSED_WON,OTHER,AIG,Xever Canby
28774,1.942993124E7,57.58,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,STATE FARM,Luce Cholwell
32538,2.197160988E7,55.43,EXISTING_BUSINESS,PROSPECTING,WORD_OF_MOUTH,SOCIAL SECURITY ADMINISTRATION,Shaina Clotworthy
35488,2.396362688E7,30.57,NEW_BUSINESS,CLOSED_WON,DIRECT_MAIL,UPS,Lenee Norgan
45746,3.089044396E7,84.59,NEW_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,MERCK,Jephthah Hrishchenko
25434,1.717456284E7,83.48,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,CHEVRON,Orelle Derham
28904,1.951771504E7,57.07,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,OTHER,CARGILL,Marwin Ommundsen
11171,7543329.46,46.88,EXISTING_BUSINESS,NEEDS_ANALYSIS,PUBLIC_RELATIONS,LIFESPAN,Susan Stockell
21386,1.444111036E7,49.6,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,ALLSTATE,Marwin Ommundsen
31148,2.103299848E7,31.5,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EXISTING_CUSTOMER,AT&T,Theo Beacock
45212,3.052985512E7,98.39,NEW_BUSINESS,PERCEPTION_ANALYSIS,EXISTING_CUSTOMER,UPS,Constantine Boseley
38173,2.577669998E7,40.33,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,RAYTHEON,Lloyd Rainforth
27233,1.838935558E7,74.16,EXISTING_BUSINESS,PROSPECTING,SELF_GENERATED,J.P. MORGAN,Somerset Dowty
15241,1.029163766E7,38.57,EXISTING_BUSINESS,CLOSED_WON,TRADE_SHOW,NOVO NORDISK,Ella Quickenden
41313,2.789701638E7,89.21,NEW_BUSINESS,PROSPECTING,PARTNER,"KELLER WILLIAMS REALTY, INC.",Lloyd Rainforth
23322,1.574841372E7,68.42,EXISTING_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,JOHNSON & JOHNSON,Marwin Ommundsen
15399,1.039832874E7,67.48,EXISTING_BUSINESS,CLOSED_WON,SELF_GENERATED,COSTCO WHOLESALE,Daniel Ghion
41608,2.809621808E7,88.04,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,"LOWE'S COMPANIES, INC.",Kassandra Medley
49352,3.332543152E7,86.74,EXISTING_BUSINESS,CLOSED_LOST,WORD_OF_MOUTH,MARRIOTT INTERNATIONAL,Link Ganforth
28406,1.918143556E7,93.75,NEW_BUSINESS,VALUE_PROPOSITION,OTHER,KPMG,Constantine Boseley
44296,2.991131696E7,40.57,EXISTING_BUSINESS,NEEDS_ANALYSIS,DIRECT_MAIL,GOOGLE,Jephthah Hrishchenko
12921,8725034.0,60.5,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,PUBLIC_RELATIONS,UNITED AIRLINES,Constantine Boseley
30724,2.074668824E7,98.84,NEW_BUSINESS,NEEDS_ANALYSIS,EMPLOYEE,NORDSTROM,Kassandra Medley
36496,2.464428896E7,56.99,EXISTING_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,INTEL CORPORATION,Arly Bownas
30786,2.078855436E7,65.54,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,SELF_GENERATED,MICROSOFT,Shaina Clotworthy
12916,8721658.0,81.09,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,PUBLIC_RELATIONS,JPMORGAN CHASE & CO.,Susan Stockell
40358,2.725214308E7,51.7,NEW_BUSINESS,VALUE_PROPOSITION,WORD_OF_MOUTH,KROGER,Hanny Hubble
16232,1.096082032E7,76.6,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,EMPLOYEE,ADP,Hanny Hubble
46174,3.117945524E7,37.91,EXISTING_BUSINESS,NEEDS_ANALYSIS,PARTNER,"KELLER WILLIAMS REALTY, INC.",Marwin Ommundsen
37681,2.544447206E7,61.84,EXISTING_BUSINESS,VALUE_PROPOSITION,TRADE_SHOW,GENERAL MOTORS,Leona Knaggs
41817,2.823734742E7,35.39,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,SALESFORCE,Isabelle Epsly
44217,2.985797142E7,42.64,EXISTING_BUSINESS,CLOSED_WON,SELF_GENERATED,CONVERGYS,Jacquenetta Hackly
49423,3.337337498E7,71.26,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,TRADE_SHOW,AMAZON,Arly Bownas
42697,2.883157622E7,92.9,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,WORD_OF_MOUTH,U.S. BANK,Kellsie Vickress
13882,9373959.0,66.4,EXISTING_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,AMERICAN EXPRESS,Xever Canby
34514,2.330592364E7,71.97,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,CAMPAIGN,GE,Link Ganforth
15816,1.067991216E7,81.25,NEW_BUSINESS,CLOSED_WON,EMPLOYEE,PROCTER & GAMBLE,Ella Quickenden
27797,1.877020222E7,77.32,EXISTING_BUSINESS,PROSPECTING,DIRECT_MAIL,DELL EMC,Xever Canby
14495,9787893.0,87.36,NEW_BUSINESS,CLOSED_LOST,WEB_SITE,AMERICAN EXPRESS,Orelle Derham
45835,3.09505421E7,74.77,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,ARMY NATIONAL GUARD,Luce Cholwell
34195,2.30905157E7,95.28,EXISTING_BUSINESS,VALUE_PROPOSITION,WEB_SITE,UNITED STATES POSTAL SERVICE,Irwinn Airdrie
23086,1.558905236E7,34.68,EXISTING_BUSINESS,PROSPECTING,WORD_OF_MOUTH,JOHNSON & JOHNSON,Jacquenetta Hackly
25627,1.730488802E7,42.97,EXISTING_BUSINESS,VALUE_PROPOSITION,PUBLIC_RELATIONS,IBM,Kellsie Vickress
36668,2.476043368E7,31.99,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,CONFERENCE,CATERPILLAR INC.,Hanny Hubble
27790,1.87654754E7,46.04,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WORD_OF_MOUTH,WELLS FARGO,Jephthah Hrishchenko
11523,7781020.98,74.08,EXISTING_BUSINESS,VALUE_PROPOSITION,WEB_SITE,ADP,Lloyd Rainforth
19787,1.336136962E7,90.01,NEW_BUSINESS,VALUE_PROPOSITION,OTHER,LINKEDIN,Shaina Clotworthy
24887,1.680519562E7,97.69,NEW_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,IQVIA,Leona Knaggs
16478,1.112693428E7,57.38,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,CAMPAIGN,BANK OF AMERICA,Marwin Ommundsen
46587,3.145833762E7,99.15,EXISTING_BUSINESS,PROSPECTING,COLD_CALL,VERIZON,Irwinn Airdrie
48806,3.295673956E7,35.89,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,COLD_CALL,ABBOTT,Kassandra Medley
13249,8946519.0,39.81,NEW_BUSINESS,CLOSED_LOST,SELF_GENERATED,HALLIBURTON,Irwinn Airdrie
25292,1.707867592E7,58.66,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,WORD_OF_MOUTH,KROGER,Kellsie Vickress
33663,2.273127738E7,33.76,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMAIL,UNITED STATES AIR FORCE,Hanny Hubble
35300,2.3836678E7,51.08,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,WEB_SITE,AIRBUS,Marwin Ommundsen
22011,1.486314786E7,70.36,NEW_BUSINESS,PROSPECTING,WORD_OF_MOUTH,GE,Xever Canby
12197,8236146.22,93.29,NEW_BUSINESS,PERCEPTION_ANALYSIS,PARTNER,PROCTER & GAMBLE,Link Ganforth
13087,8837127.0,94.64,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,UPS,Lloyd Rainforth
17453,1.178531278E7,56.03,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,CARGILL,Somerset Dowty
41076,2.773697976E7,52.93,NEW_BUSINESS,PROSPECTING,PARTNER,PROCTER & GAMBLE,Brandea Royan
11720,7914047.2,95.75,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,WORD_OF_MOUTH,MERCK,Kellsie Vickress
20963,1.415547538E7,69.27,NEW_BUSINESS,CLOSED_WON,TRADE_SHOW,LOS ANGELES UNIFIED SCHOOL DISTRICT,Kellsie Vickress
36644,2.474422744E7,37.83,NEW_BUSINESS,PERCEPTION_ANALYSIS,SELF_GENERATED,HILTON WORLDWIDE,Orelle Derham
22225,1.50076535E7,73.45,NEW_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,SCHNEIDER ELECTRIC,Ella Quickenden
30429,2.054748654E7,83.99,NEW_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,CVS HEALTH,Somerset Dowty
12179,8223991.54,46.12,NEW_BUSINESS,PROSPECTING,TRADE_SHOW,3M HEALTH CARE,Kellsie Vickress
29037,1.960752462E7,62.11,EXISTING_BUSINESS,CLOSED_WON,CAMPAIGN,WELLS FARGO,Marwin Ommundsen
37971,2.564029746E7,90.99,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,CAMPAIGN,BOEING,Brandea Royan
32101,2.167652126E7,72.94,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,DIRECT_MAIL,MONDELÄ“Z INTERNATIONAL,Brandea Royan
43334,2.926171684E7,91.45,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,EXXONMOBIL,Brena Bass
10831,7313741.06,75.28,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,AIRBUS,Arly Bownas
40753,2.751887078E7,80.86,NEW_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,RAYTHEON,Link Ganforth
25850,1.7455471E7,40.57,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,BNY MELLON,Leona Knaggs
22683,1.531692258E7,64.65,NEW_BUSINESS,PROSPECTING,OTHER,AT&T,Theo Beacock
27261,1.840826286E7,41.89,NEW_BUSINESS,CLOSED_LOST,CAMPAIGN,WALMART,Jephthah Hrishchenko
33798,2.282243748E7,36.16,NEW_BUSINESS,PERCEPTION_ANALYSIS,OTHER,MERCK,Arly Bownas
16214,1.094866564E7,80.6,NEW_BUSINESS,CLOSED_WON,WEB_SITE,BOEING,Daniel Ghion
23477,1.585307902E7,66.24,EXISTING_BUSINESS,VALUE_PROPOSITION,DIRECT_MAIL,SALESFORCE,Daniel Ghion
26421,1.784104446E7,36.39,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,CAMPAIGN,HEWLETT-PACKARD,Kellsie Vickress
29175,1.97007105E7,68.04,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,CONFERENCE,JOHNSON CONTROLS,Shaina Clotworthy
15818,1.068126268E7,90.04,EXISTING_BUSINESS,CLOSED_LOST,PUBLIC_RELATIONS,WALGREENS,Hanny Hubble
47091,3.179866866E7,51.0,NEW_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,JLL,Theo Beacock
35200,2.3769152E7,35.32,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,SELF_GENERATED,PROCTER & GAMBLE,Somerset Dowty
33963,2.293385538E7,50.95,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,NORDSTROM,Jephthah Hrishchenko
38814,2.620954164E7,45.84,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,MICROSOFT,Kellsie Vickress
14419,9736573.0,50.87,EXISTING_BUSINESS,NEEDS_ANALYSIS,CONFERENCE,DEPARTMENT OF VETERANS AFFAIRS,Arly Bownas
42882,2.895649932E7,66.61,NEW_BUSINESS,PROSPECTING,PARTNER,UNITED STATES MARINE CORPS,Kassandra Medley
24801,1.674712326E7,43.28,NEW_BUSINESS,CLOSED_WON,SELF_GENERATED,KPMG,Luce Cholwell
46374,3.131450724E7,99.04,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,WEB_SITE,JACOBS,Isabelle Epsly
19807,1.337487482E7,66.78,NEW_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,BEST BUY,Marwin Ommundsen
14063,9496181.0,43.64,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,US ARMY,Orelle Derham
19127,1.291569802E7,30.8,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,CAMPAIGN,THOMSON REUTERS,Kellsie Vickress
10431,7043637.06,89.86,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PARTNER,VERIZON WIRELESS,Isabelle Epsly
46887,3.166091562E7,36.95,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,FARMERS INSURANCE,Link Ganforth
37532,2.534385832E7,95.06,EXISTING_BUSINESS,CLOSED_LOST,WEB_SITE,MARY KAY INC.,Orelle Derham
31023,2.094859098E7,87.56,NEW_BUSINESS,NEEDS_ANALYSIS,OTHER,UNITED STATES MARINE CORPS,Jephthah Hrishchenko
25782,1.740955332E7,78.55,EXISTING_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,THE HOME DEPOT,Shaina Clotworthy
47824,3.229363424E7,49.98,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,TRADE_SHOW,MACY'S,Ella Quickenden
49869,3.367454094E7,67.58,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,BANK OF AMERICA,Somerset Dowty
42438,2.865668388E7,88.21,EXISTING_BUSINESS,CLOSED_WON,PARTNER,SCHNEIDER ELECTRIC,Shaina Clotworthy
13712,9259165.0,83.49,EXISTING_BUSINESS,CLOSED_LOST,EXISTING_CUSTOMER,EDWARD JONES,Orelle Derham
39671,2.678823946E7,53.14,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PARTNER,MERRILL LYNCH,Arly Bownas
30645,2.06933427E7,72.19,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,JPMORGAN CHASE & CO.,Daniel Ghion
46265,3.12409039E7,99.77,EXISTING_BUSINESS,VALUE_PROPOSITION,EMPLOYEE,RAYTHEON,Somerset Dowty
14179,9574511.0,97.21,EXISTING_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,CISCO,Orelle Derham
38617,2.607651542E7,63.93,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,STATE FARM,Marwin Ommundsen
16192,1.093380992E7,30.0,NEW_BUSINESS,VALUE_PROPOSITION,EMAIL,ALLSTATE,Hanny Hubble
45298,3.058792748E7,79.25,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,DIRECT_MAIL,COGNIZANT TECHNOLOGY SOLUTIONS,Jephthah Hrishchenko
19716,1.331342616E7,52.31,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WEB_SITE,JPMORGAN CHASE & CO.,Brandea Royan
14467,9768986.0,72.61,EXISTING_BUSINESS,NEEDS_ANALYSIS,OTHER,UBER,Theo Beacock
17504,1.181975104E7,65.39,NEW_BUSINESS,CLOSED_WON,DIRECT_MAIL,STARBUCKS,Luce Cholwell
24773,1.672821598E7,74.51,NEW_BUSINESS,CLOSED_WON,CAMPAIGN,MORGAN STANLEY,Daniel Ghion
48005,3.24158563E7,50.65,EXISTING_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,GENERAL MOTORS,Kellsie Vickress
43457,2.934477382E7,69.58,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,EMAIL,LOCKHEED MARTIN,Kellsie Vickress
30716,2.074128616E7,31.02,EXISTING_BUSINESS,NEEDS_ANALYSIS,CAMPAIGN,MORGAN STANLEY,Link Ganforth
33083,2.233962658E7,40.98,NEW_BUSINESS,NEEDS_ANALYSIS,EXISTING_CUSTOMER,NIELSEN,Somerset Dowty
12354,8342162.04,92.47,EXISTING_BUSINESS,CLOSED_WON,OTHER,CSC,Shaina Clotworthy
12527,8458982.0,63.69,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,TRADE_SHOW,PEPSICO,Lloyd Rainforth
21364,1.442625464E7,69.27,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,DIRECT_MAIL,MARRIOTT INTERNATIONAL,Theo Beacock
19574,1.321753924E7,81.76,EXISTING_BUSINESS,CLOSED_LOST,EMAIL,NORTHROP GRUMMAN CORPORATION,Irwinn Airdrie
46839,3.162850314E7,46.75,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,KPMG,Theo Beacock
30814,2.080746164E7,69.99,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PUBLIC_RELATIONS,PFIZER,Shaina Clotworthy
29606,1.999174756E7,88.58,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,CHEVRON,Jephthah Hrishchenko
43308,2.924416008E7,37.88,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EXISTING_CUSTOMER,FIDELITY INVESTMENTS,Lenee Norgan
31350,2.1169401E7,81.05,NEW_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,DELTA AIR LINES,Lloyd Rainforth
42948,2.900106648E7,91.64,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,CVS HEALTH,Hanny Hubble
48821,3.296686846E7,59.83,NEW_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,SALESFORCE,Lloyd Rainforth
29133,1.967234958E7,92.9,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,COLD_CALL,PNC,Irwinn Airdrie
33988,2.295073688E7,57.55,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CAMPAIGN,UNITED STATES AIR FORCE,Jephthah Hrishchenko
16190,1.09324594E7,90.15,NEW_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,J.P. MORGAN,Susan Stockell
32008,2.161372208E7,64.73,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,LINKEDIN,Brena Bass
41863,2.826840938E7,53.43,NEW_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,HEWLETT-PACKARD,Orelle Derham
33523,2.263674098E7,78.13,NEW_BUSINESS,PERCEPTION_ANALYSIS,PARTNER,MORGAN STANLEY,Xever Canby
29340,1.98121284E7,43.29,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,WORD_OF_MOUTH,SCHNEIDER ELECTRIC,Susan Stockell
32623,2.202900698E7,91.14,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,FACEBOOK,Ella Quickenden
30276,2.044417176E7,44.28,EXISTING_BUSINESS,NEEDS_ANALYSIS,WORD_OF_MOUTH,MARRIOTT INTERNATIONAL,Luce Cholwell
13915,9396242.0,45.62,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,FACEBOOK,Lloyd Rainforth
29215,1.97277209E7,52.81,EXISTING_BUSINESS,VALUE_PROPOSITION,WEB_SITE,TARGET,Hanny Hubble
18948,1.279482648E7,66.47,NEW_BUSINESS,PROSPECTING,WEB_SITE,APPLE,Jephthah Hrishchenko
46598,3.146576548E7,61.82,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,HILTON WORLDWIDE,Isabelle Epsly
41677,2.814281102E7,36.59,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,CONVERGYS,Brena Bass
42533,2.872083358E7,61.76,NEW_BUSINESS,NEEDS_ANALYSIS,CONFERENCE,MICROSOFT,Link Ganforth
40807,2.755533482E7,65.24,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WEB_SITE,NORTHROP GRUMMAN CORPORATION,Leona Knaggs
12376,8357017.0,34.85,EXISTING_BUSINESS,CLOSED_WON,CAMPAIGN,CARGILL,Arly Bownas
10324,6971384.0,98.31,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,CONFERENCE,CAPITAL ONE,Somerset Dowty
28716,1.939076616E7,39.68,EXISTING_BUSINESS,PROSPECTING,TRADE_SHOW,LOCKHEED MARTIN,Leona Knaggs
39358,2.657688308E7,61.08,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PARTNER,MEDTRONIC,Xever Canby
49574,3.347533924E7,99.35,EXISTING_BUSINESS,PROSPECTING,COLD_CALL,HALLIBURTON,Jephthah Hrishchenko
23801,1.607186326E7,32.97,EXISTING_BUSINESS,CLOSED_LOST,EMPLOYEE,THE HOME DEPOT,Luce Cholwell
42790,2.88943754E7,33.72,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,PUBLIC_RELATIONS,GENERAL MOTORS,Arly Bownas
40624,2.743176224E7,45.09,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,WEB_SITE,AMERICAN EXPRESS,Arly Bownas
28219,1.905516194E7,67.67,EXISTING_BUSINESS,CLOSED_LOST,SELF_GENERATED,MICROSOFT,Luce Cholwell
17569,1.186364294E7,45.22,NEW_BUSINESS,NEEDS_ANALYSIS,PARTNER,TARGET,Leona Knaggs
